Wood Buffalo Environmental Association - Continuous Ambient Air Quality Monitoring Program
For authorized use only
AMS27, L1, 5Mn
Exported On:,2022/08/24,11:06
Date Range:,2022/5/23,0:00,to,2022/8/23,23:00

Date/Time, SO2 (ppb), H2S (ppb), NO (ppb), NO2 (ppb), NOx (ppb), Temperature (deg. C), Relative Humidity (%), Wind Speed @ 10m (km/h), Wind Dir @ 10m (deg)
2022-07-22 11:25:00,0.56,-0.25,0.64,1.33,1.97,13.19,84,6.8,38.12
2022-07-22 11:30:00,0.72,-0.26,0.47,1.01,1.47,13.31,82,8.15,33.63
2022-07-22 11:35:00,0.89,-0.32,0.45,0.82,1.27,13.28,82,7.84,40.64
2022-07-22 11:40:00,1.03,-0.3,0.32,1.37,1.68,13.37,81,8.37,50.2
2022-07-22 11:45:00,1.26,-0.3,0.23,1.4,1.63,13.9,79,6.58,56.22
2022-07-22 11:50:00,1.46,-0.31,0.51,1.14,1.65,14.49,77,7.8,47.09
2022-07-22 11:55:00,1.33,-0.24,0.64,0.82,1.47,15.27,74,6.85,36.05
2022-07-22 12:00:00,1.25,-0.21,0.61,0.71,1.32,14.91,74,6.17,38.77
2022-07-22 12:05:00,1.22,-0.3,0.49,1.14,1.63,14.34,77,6.75,46.84
2022-07-22 12:10:00,0.73,-0.28,0.23,1.41,1.64,14.08,80,6.28,42.44
2022-07-22 12:15:00,0.56,-0.22,0.17,1.05,1.22,13.77,82,9.27,44.6
2022-07-22 12:20:00,0.27,-0.28,0.23,0.94,1.17,13.63,83,9.64,46.6
2022-07-22 12:25:00,0.22,-0.29,0.43,0.84,1.27,13.31,85,9.65,54.84
2022-07-22 12:30:00,0.18,-0.22,0.66,0.61,1.27,13.18,86,8.08,59.65
2022-07-22 12:35:00,0.77,-0.2,0.5,1.29,1.79,12.86,88,10.1,59.69
2022-07-22 12:40:00,0.89,-0.26,0.19,2.45,2.65,12.58,90,6.3,50.85
2022-07-22 12:45:00,0.64,-0.23,0.29,1.52,1.81,12.49,90,6.36,54.13
2022-07-22 12:50:00,0.29,-0.19,0.12,0.74,0.86,12.4,91,6.09,49.74
2022-07-22 12:55:00,0.18,-0.35,0.21,0.65,0.86,12.41,91,7.35,52.48
2022-07-22 13:00:00,0.18,-0.28,0.34,0.41,0.76,12.55,91,8.3,47.61
2022-07-22 13:05:00,0.2,-0.26,0.19,0.38,0.57,12.82,90,6.62,50.13
2022-07-22 13:10:00,0.11,-0.24,0.37,0.55,0.92,13.04,90,7.32,52.16
2022-07-22 13:15:00,0.19,-0.24,0.34,0.76,1.09,13.16,89,7.39,26.34
2022-07-22 13:20:00,0.06,-0.29,0.29,0.5,0.78,13.33,87,6.87,30.49
2022-07-22 13:25:00,0.13,-0.3,-0.08,0.72,0.64,13.25,87,7.05,28.72
2022-07-22 13:30:00,0.1,-0.25,-0.23,0.4,0.17,13.03,89,7.02,32.57
2022-07-22 13:35:00,0.07,-0.27,-0.14,0.09,-0.04,12.89,91,7.24,22.11
2022-07-22 13:40:00,0.03,-0.3,-0.23,0.22,-0.02,12.72,91,7.94,25.18
2022-07-22 13:45:00,0.05,-0.32,-0.29,0.27,-0.02,12.7,91,9.07,48.4
2022-07-22 13:50:00,0.06,-0.29,0.02,0.16,0.18,12.53,91,8.5,42.56
2022-07-22 13:55:00,0.02,-0.25,0.04,0.21,0.25,12.32,93,6.51,32.23
2022-07-22 14:00:00,0.08,-0.35,0.28,0.06,0.34,12.14,94,6.36,36.21
2022-07-22 14:05:00,-0.12,-0.17,0.19,0.3,0.5,12,95,5.9,40.02
2022-07-22 14:10:00,-0.02,-0.27,0.39,0.33,0.72,11.97,96,7.62,37.72
2022-07-22 14:15:00,0.03,-0.28,0.64,0.04,0.68,12.12,96,6.55,37.54
2022-07-22 14:20:00,0.02,-0.33,0.44,0.07,0.51,12.05,96,8.28,34.01
2022-07-22 14:25:00,-0.06,-0.35,0.37,0.15,0.52,11.96,95,8.51,26.31
2022-07-22 14:30:00,-0.03,-0.32,0.14,0.13,0.28,11.97,94,6.83,24.82
2022-07-22 14:35:00,-0.03,-0.37,-0.04,0.1,0.06,12.14,95,5.85,21.73
2022-07-22 14:40:00,-0.05,-0.35,0.01,0.17,0.18,12.02,95,5.65,18.17
2022-07-22 14:45:00,0.06,-0.3,0,0.39,0.39,11.75,94,9.19,39.9
2022-07-22 14:50:00,0.03,-0.43,0.35,0.16,0.51,11.6,94,6.46,41.69
2022-07-22 14:55:00,-0.02,-0.4,0.56,-0.21,0.35,11.63,94,6.38,19.04
2022-07-22 15:00:00,-0.09,-0.36,0.22,-0.01,0.21,11.77,93,5.54,20.82
2022-07-22 15:05:00,-0.03,-0.37,0.39,-0.3,0.09,12.06,92,5.6,6.83
2022-07-22 15:10:00,-0.07,-0.32,0.26,-0.14,0.12,12.24,90,5.66,27.86
2022-07-22 15:15:00,0.02,-0.32,-0.02,0.25,0.23,12.33,89,6.4,21.54
2022-07-22 15:20:00,-0.19,-0.39,0.11,0.17,0.28,12.48,89,5.19,29.26
2022-07-22 15:25:00,-0.17,-0.32,0.03,0.22,0.25,12.74,87,6.04,23.98
2022-07-22 15:30:00,-0.19,-0.32,0.39,-0.29,0.09,13.01,87,5.45,13.29
2022-07-22 15:35:00,-0.14,-0.3,0.1,-0.02,0.08,13.27,85,7.33,9.41
2022-07-22 15:40:00,0,-0.33,-0.02,0.04,0.03,13.16,84,4.63,9.95
2022-07-22 15:45:00,0.02,-0.38,0.04,0.06,0.1,13.27,84,4.59,31.2
2022-07-22 15:50:00,-0.16,-0.31,0.04,-0.17,-0.13,13.35,82,6.29,18.03
2022-07-22 15:55:00,-0.04,-0.38,0.04,-0.18,-0.14,13.54,82,4.52,359.3
2022-07-22 16:00:00,-0.15,-0.32,-0.11,0.12,0,13.77,81,3.72,18.63
2022-07-22 16:05:00,-0.1,-0.43,0.22,0.12,0.33,13.66,81,6.62,19.45
2022-07-22 16:10:00,-0.16,-0.35,0.39,0.22,0.61,13.05,80,10.77,32.36
2022-07-22 16:15:00,0.01,-0.25,0.39,0.16,0.55,12.32,83,9.58,41.07
2022-07-22 16:20:00,0.03,-0.34,0.37,0.06,0.42,12.13,87,7.15,30.91
2022-07-22 16:25:00,-0.13,-0.36,0.26,0.2,0.46,12,88,4.54,45.51
2022-07-22 16:30:00,0.01,-0.32,0.26,-0.03,0.23,12.09,88,3.13,23.91
2022-07-22 16:35:00,-0.08,-0.38,0.02,-0.01,0,12.41,88,3.16,2.89
2022-07-22 16:40:00,-0.02,-0.32,-0.15,0.02,-0.13,12.68,86,3.65,21.11
2022-07-22 16:45:00,0,-0.31,-0.34,0.08,-0.25,12.97,85,4.43,44.56
2022-07-22 16:50:00,0.14,-0.3,-0.6,0.37,-0.23,13.11,84,4.4,8.45
2022-07-22 16:55:00,0.23,-0.29,-0.39,0.47,0.08,13.27,82,5.15,7.66
2022-07-22 17:00:00,0.33,-0.24,-0.09,0.45,0.36,13.29,79,4.75,345.2
2022-07-22 17:05:00,-0.05,-0.3,-0.16,0.38,0.22,13.25,80,5.28,2.46
2022-07-22 17:10:00,0.02,-0.27,-0.03,0.18,0.14,13.25,79,7.25,11.49
2022-07-22 17:15:00,-0.02,-0.33,-0.02,0.19,0.17,13.17,79,4.53,20.63
2022-07-22 17:20:00,-0.16,-0.27,0.04,0.14,0.18,13.23,78,4.73,6.23
2022-07-22 17:25:00,-0.2,-0.34,0.21,-0.04,0.17,13.16,78,6.44,33.13
2022-07-22 17:30:00,0.01,-0.31,0.41,-0.13,0.29,13.13,77,7.34,20.56
2022-07-22 17:35:00,-0.07,-0.35,0.18,-0.14,0.05,13.33,77,5.4,11.01
2022-07-22 17:40:00,-0.02,-0.3,-0.01,-0.11,-0.12,13.73,76,4.46,10.81
2022-07-22 17:45:00,-0.18,-0.29,0.01,0.13,0.14,13.69,76,6.39,15.9
2022-07-22 17:50:00,-0.06,-0.39,0.07,-0.01,0.06,13.55,77,6.09,38.33
2022-07-22 17:55:00,-0.24,-0.43,0.12,0.07,0.19,13.36,78,6.12,16.7
2022-07-22 18:00:00,0.08,-0.46,0.18,-0.21,-0.03,13.24,79,6.55,21.82
2022-07-22 18:05:00,0,-0.43,0.29,-0.19,0.11,13.04,79,6.75,32.16
2022-07-22 18:10:00,-0.16,-0.33,0.4,-0.11,0.28,12.89,81,7.23,9.84
2022-07-22 18:15:00,-0.09,-0.38,0.43,-0.2,0.22,12.7,81,6.69,19.46
2022-07-22 18:20:00,-0.06,-0.37,0.52,-0.1,0.43,12.56,82,5,7.5
2022-07-22 18:25:00,-0.09,-0.41,0.24,-0.09,0.15,12.5,83,2.88,20.61
2022-07-22 18:30:00,-0.09,-0.33,0.03,0,0.03,12.52,84,3.16,1.48
2022-07-22 18:35:00,-0.23,-0.25,0.03,0.14,0.17,12.52,83,4.59,15.38
2022-07-22 18:40:00,-0.16,-0.35,0.04,0.01,0.06,12.6,82,4.28,28.59
2022-07-22 18:45:00,-0.11,-0.36,0.01,0.17,0.17,12.69,83,3.23,16.86
2022-07-22 18:50:00,-0.15,-0.31,0.15,0.16,0.31,12.78,83,3.64,33.45
2022-07-22 18:55:00,0.03,-0.32,0.19,-0.14,0.05,12.72,83,3.03,1.13
2022-07-22 19:00:00,-0.04,-0.4,0.29,-0.18,0.11,12.8,83,3.03,18.86
2022-07-22 19:05:00,-0.09,-0.32,0.24,0.15,0.39,12.8,83,4.82,25.08
2022-07-22 19:10:00,-0.16,-0.31,0.17,-0.04,0.13,12.76,82,6.22,42.82
2022-07-22 19:15:00,-0.02,-0.37,-0.25,-0.1,-0.36,12.69,83,6.87,58.44
2022-07-22 19:20:00,0.02,-0.4,-0.59,0.04,-0.54,12.6,83,4.52,57.19
2022-07-22 19:25:00,-0.06,-0.36,-0.59,0.11,-0.48,12.58,84,5.66,73.38
2022-07-22 19:30:00,-0.05,-0.29,-0.43,0.13,-0.3,12.49,84,6.21,55.39
2022-07-22 19:35:00,-0.21,-0.38,-0.15,0.11,-0.04,12.37,84,7.78,58.31
2022-07-22 19:40:00,-0.15,-0.41,-0.09,0.11,0.02,12.25,82,7.46,69.45
2022-07-22 19:45:00,-0.02,-0.37,0.01,0.05,0.06,12.15,82,6.09,73.36
2022-07-22 19:50:00,0.11,-0.36,0.19,0.23,0.42,12.1,82,3.85,66.93
2022-07-22 19:55:00,0.18,-0.43,0.2,0.25,0.45,12.05,82,3.52,86.6
2022-07-22 20:00:00,0.09,-0.41,0.1,0.58,0.67,12.03,82,2.17,50.25
2022-07-22 20:05:00,0.32,-0.31,0.15,0.64,0.78,12,83,3.02,70.87
2022-07-22 20:10:00,0.13,-0.42,0.51,0.23,0.74,11.78,83,3.05,84.7
2022-07-22 20:15:00,0.15,-0.34,0.23,0.58,0.82,11.48,84,2.52,80.4
2022-07-22 20:20:00,0.07,-0.3,0.08,0.46,0.54,11.24,85,0.4,51.34
2022-07-22 20:25:00,0.01,-0.31,0.21,0.43,0.64,10.98,87,0.38,78.38
2022-07-22 20:30:00,-0.15,-0.39,0.35,0.13,0.48,10.57,90,0.93,125.2
2022-07-22 20:35:00,-0.04,-0.31,0.42,0.21,0.63,10.27,91,1.91,219.9
2022-07-22 20:40:00,-0.11,-0.38,0.33,0.4,0.73,10.02,91,2.78,224.9
2022-07-22 20:45:00,-0.08,-0.35,0.1,0.44,0.54,9.93,91,2.91,229.3
2022-07-22 20:50:00,-0.14,-0.38,-0.05,0.5,0.45,9.82,91,2.87,222.1
2022-07-22 20:55:00,-0.11,-0.31,-0.07,0.6,0.53,9.55,92,3.08,179.8
2022-07-22 21:00:00,-0.1,-0.32,0.09,0.52,0.6,9.27,93,2.37,180.4
2022-07-22 21:05:00,-0.02,-0.35,0.18,0.55,0.73,9.02,93,2.74,186.7
2022-07-22 21:10:00,-0.08,-0.32,0.17,0.47,0.64,8.71,94,3.16,178.2
2022-07-22 21:15:00,-0.02,-0.36,0.07,0.67,0.74,8.51,94,3.09,182.6
2022-07-22 21:20:00,0.04,-0.37,-0.1,0.79,0.7,8.34,95,1.68,181.5
2022-07-22 21:25:00,0.03,-0.35,0.04,0.67,0.7,8.17,95,2.15,175.2
2022-07-22 21:30:00,0,-0.3,-0.07,0.86,0.79,8.05,95,1.24,190.3
2022-07-22 21:35:00,-0.05,-0.31,0.15,0.57,0.72,8.02,95,2.21,198.2
2022-07-22 21:40:00,0.11,-0.33,0.28,0.64,0.92,7.9,95,2.03,172.6
2022-07-22 21:45:00,-0.23,-0.31,0.15,0.54,0.69,7.85,95,2.4,200.6
2022-07-22 21:50:00,-0.06,-0.41,-0.21,0.48,0.27,7.82,95,2.04,190.5
2022-07-22 21:55:00,-0.04,-0.41,-0.29,0.24,-0.05,7.82,96,1.82,264.1
2022-07-22 22:00:00,-0.1,-0.29,-0.15,0.26,0.11,7.76,96,1.41,201.6
2022-07-22 22:05:00,-0.03,-0.27,-0.16,0.3,0.15,7.72,96,2.41,192.2
2022-07-22 22:10:00,-0.09,-0.26,0.06,0.09,0.15,7.64,96,1.71,159.1
2022-07-22 22:15:00,0.11,-0.29,-0.01,0.15,0.14,7.64,96,1.15,224.5
2022-07-22 22:20:00,-0.08,-0.23,0.09,0.13,0.22,7.75,97,2.14,238.1
2022-07-22 22:25:00,0.06,-0.17,0.25,0.18,0.42,7.88,97,2.55,212.2
2022-07-22 22:30:00,-0.05,-0.33,0.33,0.33,0.66,7.86,97,2.88,195.6
2022-07-22 22:35:00,-0.12,-0.36,0.16,0.43,0.59,7.95,97,2.37,213
2022-07-22 22:40:00,-0.05,-0.35,0.04,0.24,0.28,7.86,97,2.55,220.5
2022-07-22 22:45:00,-0.09,-0.31,0.21,0.09,0.3,8.06,97,2.99,227.5
2022-07-22 22:50:00,-0.09,-0.33,0.16,0.17,0.34,8.14,97,3.16,223.6
2022-07-22 22:55:00,-0.08,-0.48,0.25,0.02,0.27,8.03,97,2.79,217.8
2022-07-22 23:00:00,-0.07,-0.45,0.32,0.08,0.4,8,97,3.07,231.7
2022-07-22 23:05:00,-0.15,-0.34,0.22,0.29,0.5,7.95,97,3,238
2022-07-22 23:10:00,-0.2,-0.36,0.15,-0.07,0.08,7.98,97,3.36,241.1
2022-07-22 23:15:00,0.01,-0.29,0.01,-0.16,-0.14,8.38,97,3.34,245.9
2022-07-22 23:20:00,-0.07,0.02,-0.28,0.04,-0.24,8.52,96,3.16,236
2022-07-22 23:25:00,0.12,0.19,-0.19,0.16,-0.03,8.38,95,3.63,230.8
2022-07-22 23:30:00,0.09,0.41,-0.17,0.26,0.09,8.06,95,3.82,236.6
2022-07-22 23:35:00,-0.15,0.47,-0.18,0.4,0.23,8.25,96,3.78,239.8
2022-07-22 23:40:00,0.03,0.51,-0.1,0.37,0.27,8.48,96,3.45,240.1
2022-07-22 23:45:00,-0.08,0.34,-0.09,0.43,0.35,8.68,97,3.82,238
2022-07-22 23:50:00,-0.18,0.27,-0.11,0.33,0.23,8.85,97,4.14,235
2022-07-22 23:55:00,-0.18,0.32,0.18,0.25,0.42,8.9,97,3.64,230.9
2022-07-23 00:00:00,0.04,0.74,0.31,0.31,0.62,8.93,97,3.7,238.1
2022-07-23 00:05:00,-0.18,1.07,0.29,0.23,0.52,8.87,96,3.57,245.7
2022-07-23 00:10:00,0.04,1.24,0.19,0.16,0.35,8.72,96,3.8,244.2
2022-07-23 00:15:00,-0.18,1.12,0.05,0.15,0.2,8.59,96,3.32,242
2022-07-23 00:20:00,-0.08,0.6,-0.04,0.43,0.39,8.45,97,3.7,240.7
2022-07-23 00:25:00,-0.07,0.08,0.13,0.48,0.61,8.5,97,3.19,242
2022-07-23 00:30:00,-0.14,-0.08,-0.03,0.39,0.36,8.55,97,3.42,237.5
2022-07-23 00:35:00,-0.07,-0.22,-0.11,0.41,0.3,8.6,97,3.78,230
2022-07-23 00:40:00,-0.07,-0.24,0.02,0.28,0.3,8.6,97,3.64,228.3
2022-07-23 00:45:00,-0.17,-0.27,0.16,0.14,0.3,8.54,97,3.77,230
2022-07-23 00:50:00,-0.07,-0.3,0.18,0.09,0.27,8.52,98,3.95,231.9
2022-07-23 00:55:00,-0.16,-0.37,0.19,0.05,0.24,8.71,98,4.02,240
2022-07-23 01:00:00,-0.07,-0.33,0.07,0.16,0.23,8.78,98,4.24,237
2022-07-23 01:05:00,Z/S,-0.37,0.06,0.14,0.2,8.78,98,3.88,237
2022-07-23 01:10:00,Z/S,-0.34,-0.05,-0.03,-0.07,8.71,97,3.2,237
2022-07-23 01:15:00,Z/S,-0.36,0.01,0.05,0.06,8.76,98,3.93,240
2022-07-23 01:20:00,Z/S,-0.26,-0.02,0.13,0.11,8.96,98,3.76,242.1
2022-07-23 01:25:00,Z/S,-0.37,0.23,0.16,0.38,8.96,98,3.57,242.1
2022-07-23 01:30:00,Z/S,-0.4,0.37,0.07,0.44,8.82,97,3.89,239.2
2022-07-23 01:35:00,Z/S,-0.34,0.07,0.11,0.18,8.8,97,3.8,239.4
2022-07-23 01:40:00,Z/S,-0.34,-0.03,-0.12,-0.15,8.76,97,3.73,245.1
2022-07-23 01:45:00,Z/S,-0.28,0.02,-0.05,-0.03,8.65,97,3.91,242.3
2022-07-23 01:50:00,Z/S,-0.34,0.43,-0.18,0.26,8.66,97,4.07,244
2022-07-23 01:55:00,Z/S,-0.29,0.44,-0.19,0.26,8.7,97,4.34,240.8
2022-07-23 02:00:00,Z/S,0.04,0.25,-0.22,0.03,8.79,97,4.51,239.5
2022-07-23 02:05:00,-0.34,Z/S,-0.03,0.07,0.04,8.76,97,4.34,238.9
2022-07-23 02:10:00,-0.4,Z/S,-0.18,0.11,-0.07,8.66,97,4.26,240.2
2022-07-23 02:15:00,-0.4,Z/S,-0.17,-0.01,-0.18,8.59,97,4.17,235.1
2022-07-23 02:20:00,-0.27,Z/S,-0.4,0.39,-0.01,8.5,97,4.4,232.3
2022-07-23 02:25:00,-0.37,Z/S,-0.35,0.12,-0.23,8.5,97,4.38,235.7
2022-07-23 02:30:00,-0.23,Z/S,-0.37,0.06,-0.32,8.4,97,4.65,233.7
2022-07-23 02:35:00,-0.33,Z/S,-0.34,0.02,-0.31,8.31,97,5.02,233.1
2022-07-23 02:40:00,-0.29,Z/S,-0.31,-0.02,-0.32,8.25,97,4.55,248.5
2022-07-23 02:45:00,-0.18,Z/S,-0.17,0.15,-0.03,7.96,97,4.36,247.8
2022-07-23 02:50:00,-0.35,Z/S,-0.22,0.16,-0.06,7.75,97,5.01,241.6
2022-07-23 02:55:00,-0.36,Z/S,-0.51,-0.02,-0.53,7.65,97,4.48,246.3
2022-07-23 03:00:00,-0.22,-0.01,-0.67,-0.15,-0.82,7.49,97,5.51,244
2022-07-23 03:05:00,-0.17,0.25,-0.56,0.13,-0.43,7.31,97,5.06,243.5
2022-07-23 03:10:00,-0.26,0.46,-0.26,0.21,-0.05,7.17,97,5.16,240.9
2022-07-23 03:15:00,-0.27,0.33,0.06,0.27,0.33,7.06,97,4.75,247.4
2022-07-23 03:20:00,-0.1,0.18,0.25,0.16,0.41,6.92,97,4.34,254.3
2022-07-23 03:25:00,-0.23,0.23,0.17,0.04,0.21,6.78,97,3.31,252.7
2022-07-23 03:30:00,-0.16,0.31,0.3,0.11,0.4,6.7,97,3.31,251.2
2022-07-23 03:35:00,-0.14,0.24,2.28,2.56,4.85,6.73,97,3.51,243.5
2022-07-23 03:40:00,-0.18,0.17,1.01,1.49,2.5,6.83,97,3.97,240
2022-07-23 03:45:00,-0.09,0.07,0.13,0.05,0.17,6.97,98,4.6,239.6
2022-07-23 03:50:00,-0.27,-0.03,0.04,-0.1,-0.06,7.05,98,5.37,235.9
2022-07-23 03:55:00,-0.12,-0.02,-0.03,-0.12,-0.16,7.12,98,5.44,233.9
2022-07-23 04:00:00,-0.16,-0.11,-0.01,-0.3,-0.31,7.2,98,5.44,238.8
2022-07-23 04:05:00,-0.18,-0.15,0.05,-0.39,-0.34,7.19,98,4.93,243.8
2022-07-23 04:10:00,-0.11,-0.2,-0.04,-0.07,-0.11,7.09,98,5.84,242.6
2022-07-23 04:15:00,-0.19,-0.23,0,0.22,0.22,7.04,98,5.01,242.2
2022-07-23 04:20:00,0,0.02,-0.03,-0.07,-0.1,7.08,98,4.31,242.6
2022-07-23 04:25:00,-0.18,0.54,-0.33,-0.18,-0.51,7.07,98,4.24,239.5
2022-07-23 04:30:00,-0.13,0.35,-0.32,-0.13,-0.45,7.1,98,4.56,233.6
2022-07-23 04:35:00,-0.29,0.07,3.99,2,5.99,7.15,98,4.23,231.2
2022-07-23 04:40:00,-0.18,0.03,3.05,3.2,6.25,7.25,98,4.84,231.6
2022-07-23 04:45:00,-0.01,-0.11,0.68,0.73,1.42,7.39,98,4.7,241.4
2022-07-23 04:50:00,-0.15,-0.16,0.24,0.01,0.24,7.4,98,4.12,245
2022-07-23 04:55:00,-0.14,-0.18,0.09,0.15,0.24,7.34,98,4.49,239.7
2022-07-23 05:00:00,-0.04,-0.07,0.12,0.37,0.5,7.3,98,3.49,234.2
2022-07-23 05:05:00,-0.15,-0.15,Z/S,Z/S,Z/S,7.22,98,2.9,212.1
2022-07-23 05:10:00,-0.13,-0.23,Z/S,Z/S,Z/S,7.15,98,1.84,215.3
2022-07-23 05:15:00,0.18,-0.14,Z/S,Z/S,Z/S,7.52,98,2.59,232.7
2022-07-23 05:20:00,-0.11,-0.11,Z/S,Z/S,Z/S,7.79,98,3.38,224.5
2022-07-23 05:25:00,-0.09,-0.17,Z/S,Z/S,Z/S,7.88,98,3.34,231.5
2022-07-23 05:30:00,-0.07,-0.21,Z/S,Z/S,Z/S,8.08,98,3.12,237.6
2022-07-23 05:35:00,-0.25,-0.04,Z/S,Z/S,Z/S,8.22,98,3.02,232.9
2022-07-23 05:40:00,0,0,Z/S,Z/S,Z/S,8.34,98,3.18,232.8
2022-07-23 05:45:00,0.08,0,Z/S,Z/S,Z/S,8.53,98,3.19,240.2
2022-07-23 05:50:00,0,-0.18,Z/S,Z/S,Z/S,8.79,97,2.71,226.9
2022-07-23 05:55:00,-0.13,-0.23,Z/S,Z/S,Z/S,9.11,97,2.51,223.6
2022-07-23 06:00:00,0.03,-0.13,Z/S,Z/S,Z/S,9.37,96,2.23,233.5
2022-07-23 06:05:00,-0.06,-0.21,0.05,0.45,0.5,9.66,96,3.05,235.2
2022-07-23 06:10:00,0.02,-0.26,0.1,0.56,0.65,9.66,94,4.18,247.8
2022-07-23 06:15:00,0,-0.28,0.18,0.45,0.63,9.94,94,2.63,249.4
2022-07-23 06:20:00,-0.14,-0.29,0.51,0.26,0.77,10.15,93,2.04,251.1
2022-07-23 06:25:00,-0.11,-0.27,0.57,0.08,0.64,10,92,2.9,220.3
2022-07-23 06:30:00,-0.04,-0.27,0.27,0.08,0.35,9.86,92,1.99,202.6
2022-07-23 06:35:00,0.14,-0.37,0.14,0.22,0.36,10.19,92,2.73,222.2
2022-07-23 06:40:00,0.07,-0.32,-0.08,0.5,0.42,10.47,91,3.57,235.9
2022-07-23 06:45:00,0.1,-0.32,0.11,0.15,0.26,10.67,89,4.07,235.3
2022-07-23 06:50:00,0.01,-0.33,-0.11,0.25,0.14,10.83,88,3.43,230.8
2022-07-23 06:55:00,0.07,-0.43,0,0.27,0.27,11.01,88,2.84,245.3
2022-07-23 07:00:00,0.1,-0.42,0.28,0.16,0.43,11.33,88,2.68,252.9
2022-07-23 07:05:00,0.18,-0.4,0.36,0.4,0.77,11.66,87,3.09,239
2022-07-23 07:10:00,0.2,-0.44,0.01,0.65,0.66,11.94,85,2.28,291.3
2022-07-23 07:15:00,0.38,-0.4,0.32,0.7,1.02,12.69,81,2.27,261
2022-07-23 07:20:00,0.33,-0.23,0.31,1.03,1.34,12.56,78,3.56,228.1
2022-07-23 07:25:00,0.55,-0.24,0.42,1.09,1.5,12.51,79,3.17,216.9
2022-07-23 07:30:00,0.28,-0.25,0.54,1.43,1.97,12.67,79,2.82,189.4
2022-07-23 07:35:00,0.24,-0.29,0.46,1.23,1.69,13.21,76,3.31,100.4
2022-07-23 07:40:00,0.31,-0.4,0.31,1.08,1.4,13.59,72,3.42,17.21
2022-07-23 07:45:00,0.2,-0.41,0.27,0.97,1.23,14.23,73,1.74,307.6
2022-07-23 07:50:00,0.12,-0.37,0.36,0.9,1.26,15.02,70,1.9,19.77
2022-07-23 07:55:00,0.34,-0.42,0.44,0.85,1.29,14.87,65,3.13,121.7
2022-07-23 08:00:00,0.27,-0.35,0.72,0.7,1.42,14.29,68,4.14,64.51
2022-07-23 08:05:00,0.33,-0.39,0.71,0.52,1.23,14.46,64,3.38,39.27
2022-07-23 08:10:00,0.61,-0.37,0.31,0.43,0.74,14.8,61,4.62,28.47
2022-07-23 08:15:00,0.83,-0.4,0.29,0.54,0.82,14.71,61,3.04,96.2
2022-07-23 08:20:00,0.69,-0.37,0.24,0.66,0.9,15.1,60,3.59,0.73
2022-07-23 08:25:00,1.05,-0.34,0.13,0.77,0.89,14.91,59,4.53,287.9
2022-07-23 08:30:00,0.86,-0.36,0.28,0.64,0.92,14.81,61,4.79,300.2
2022-07-23 08:35:00,1.08,-0.37,0.23,0.72,0.95,14.98,62,3.96,303.3
2022-07-23 08:40:00,1.26,-0.31,0.11,0.76,0.87,15.07,62,4.06,257
2022-07-23 08:45:00,1.28,-0.38,0.08,0.87,0.95,15.24,64,4.67,276.3
2022-07-23 08:50:00,1.18,-0.39,0.21,0.66,0.87,15.11,63,3.97,259.1
2022-07-23 08:55:00,1.42,-0.32,0.16,0.6,0.75,15.37,64,3.87,308.7
2022-07-23 09:00:00,1.9,-0.39,0.22,0.89,1.11,15.87,60,4.8,328.1
2022-07-23 09:05:00,2.46,-0.33,0.24,1.32,1.55,16.01,59,3.53,0.52
2022-07-23 09:10:00,3.13,-0.41,0.03,1.55,1.58,15.93,59,5.65,6.89
2022-07-23 09:15:00,3.18,-0.42,0.11,1.68,1.79,16.2,58,2.69,296.9
2022-07-23 09:20:00,2.09,-0.43,-0.07,1.8,1.72,16.57,58,4.41,327.9
2022-07-23 09:25:00,1.89,-0.44,-0.1,1.42,1.32,16.39,59,5.06,313.4
2022-07-23 09:30:00,1.62,-0.44,0.05,1.39,1.44,16.22,58,4.58,37.86
2022-07-23 09:35:00,1.28,-0.44,0.11,1.2,1.31,16.26,57,3.54,118.2
2022-07-24 05:25:00,0.14,-0.05,0.47,0.94,1.4,13.53,76,6.84,189.8
2022-07-24 05:30:00,0.09,-0.13,0,1.16,1.16,13.57,76,9.48,180.7
2022-07-24 05:35:00,0.14,-0.12,-0.03,1.03,1,13.66,76,8.37,191.5
2022-07-24 05:40:00,-0.04,-0.12,-0.1,0.95,0.85,13.66,76,8.12,196.4
2022-07-24 05:45:00,0.19,-0.07,0.33,0.77,1.1,13.78,76,6.99,175.2
2022-07-24 05:50:00,0.03,-0.03,0.76,0.59,1.35,13.81,76,7.55,192
2022-07-24 05:55:00,0.04,-0.03,0.49,1.04,1.53,13.9,76,8.04,184.2
2022-07-24 06:00:00,0.3,-0.1,0.53,0.71,1.24,14,75,6.54,192.2
2022-07-24 06:05:00,0.17,-0.07,0.27,0.98,1.25,14.04,75,10.59,187.9
2022-07-24 06:10:00,0.15,-0.07,0.17,0.92,1.09,14.1,75,9.66,196.1
2022-07-24 06:15:00,0.03,0,0.13,0.71,0.84,14.14,75,8.9,195.2
2022-07-24 06:20:00,0.08,-0.08,0.13,0.61,0.74,14.2,75,8.64,216.5
2022-07-24 06:25:00,0.16,-0.08,0.11,0.89,1.01,14.24,75,10.35,218.2
2022-07-24 06:30:00,0.35,-0.12,-0.09,1.4,1.31,14.29,75,8.42,202.2
2022-07-24 06:35:00,0.72,-0.15,0.15,1.59,1.74,14.3,75,10.05,210.1
